professor_name,school_name,department_name,post_date,student_star,student_difficult,comments,gender
Saeed  Hamdan,Gwinnett Technical College,Biology department,09/19/2015,5,3,Dr. Hamdan is THE best teacher I\'ve ever had in my life. He expects you to read before lecture but explains everything great if you don\'t understand it. Super passionate about this subject and willing to help out ANYTIME! He definitely prepares you well for the tests and for your profession as well! Knows the subject. AWESOME INSPIRATIONAL TEACHER!,M
Saeed  Hamdan,Gwinnett Technical College,Biology department,12/05/2014,5,2,He is amazing and intelligent teacher. He loves to teach and does not mind repeating himself and clarifying topics. He teaches old school and uses the board versus a bunch of power points. He is more than willing to meet before class for extra lecture for those who put in effort. He doesn\'t spoon feed students but makes anatomy easier to learn.,M
Saeed  Hamdan,Gwinnett Technical College,Biology department,07/02/2014,2,4,"Did not like, sat in on different instructors class. Wow! So much better than this professor! I wish I had taken same class but different instructor.",M
Saeed  Hamdan,Gwinnett Technical College,Biology department,04/30/2014,5,2,"See all his positive reviews, they are true. Some minor draw backs because of his accent, but he will do his best to make you understand the material.",M
Saeed  Hamdan,Gwinnett Technical College,Biology department,04/22/2014,5,4,"Looking to register for A&P? Don\'t hesitate to jump right in! Dr Hamdan has a passion for teaching both Anatomies. Answers all questions before, during, and after class. Will use real life situations to help you understand the material while preparing you for the future. He is simply the Best that there is! Take him if you find a spot in his class.",M
Saeed  Hamdan,Gwinnett Technical College,Biology department,07/10/2013,4,4,"Dr. Hamdan is one of the most unique instructors that I have had thus far. He is extremely knowledgeable and passionate about the subjects he teaches. He makes it very clear as to what is expected of you throughout the course. If you do the work and attend class regularly, he will go out of his way to help you succeed. Dr. Hamdan is an asset to GTC",M
Saeed  Hamdan,Gwinnett Technical College,Biology department,06/06/2013,4,4,I took Dr. Hamdan for A&P 1 and A&P 2. He is a fantastic professor. He comes in about an hour befor lecture to answer any question you may have. If you are in one of his lab classes he will permit you to attend his other lab class to get extra lab time. Come to class prepared and work for your grade.,M
Saeed  Hamdan,Gwinnett Technical College,Biology department,03/30/2013,4.5,5,One of the smartest people I ever encountered. He is fast and hard to understand but very thorough and very funny too. He makes sure you understand and is willing to explain it until you do. AP is no joke at GTC. Be prepared to study for hours a day. If you fail it won\'t be because of him...he is awesome!,M
Saeed  Hamdan,Gwinnett Technical College,Biology department,12/05/2012,4.5,3,Dr. Hamdan is one of the best A&P teachers. If you have any questions on the material please ask and he will help you. I really enjoyed the clinical reference he would bring to the table- regarding the material or any other interesting fact on healthcare. Please study study study if you want an A.,M
Saeed  Hamdan,Gwinnett Technical College,Biology department,09/15/2012,2,5,"My least favorite prof. of ANY other professor I have had at GTC. Accent hard to understand at times, but much more troubling was the misinformation he gave. This is important if planning to apply this knowledge to a future healthcare field. Also he would often make clerical errors when calculating or transposing test scores to computer record.",M
Saeed  Hamdan,Gwinnett Technical College,Biology department,05/13/2012,5,5,"Dr. Hamdan is WONDERFUL. His lectures are engaging and informative, I learn something new every time. I will be scanning for his name when I register for A&P 2114.",M
Saeed  Hamdan,Gwinnett Technical College,Biology department,04/21/2012,4.5,3,"great instructor, really cares about the student\'s success in his class",M
Saeed  Hamdan,Gwinnett Technical College,Biology department,04/03/2012,2,5,He marked things wrong on tests and would not give credit even when shown the answer matched the textbook. Some lecture information he taught was also contradictory from the textbook. His contradictory info sometimes was counted right and other times was counted wrong on tests. It was very hard to know what answer the instructor was looking for.,M
Saeed  Hamdan,Gwinnett Technical College,Biology department,12/23/2011,4.5,2,He is a good teacher. I love the way he explains every topic.,M
Saeed  Hamdan,Gwinnett Technical College,Biology department,12/18/2011,5,2,Very good professor. Gave good scenarios to illustrate a topic.,M
Saeed  Hamdan,Gwinnett Technical College,Biology department,05/16/2011,5,3,"Great Teacher! Very knowledgeable due to his background. Makes sure you understand the topics. You have to study for this class regardless of the professor, but doc uses metaphors and analogies so that if you don\'t get it, you need to be thinking about another career.",M
Saeed  Hamdan,Gwinnett Technical College,Biology department,08/06/2010,4.5,2,"I took him for Anatomy 2113/2114. He is an extremely intelligent man and very passionate about what he does. He tells you exactly what to expect from class and tests. He is very blunt, though it seems ""mean"". This class is difficult no matter which teacher you use. So if you do not succeed, it is not the teacher\'s fault. I highly recommend him!",M
Saeed  Hamdan,Gwinnett Technical College,Biology department,02/10/2010,4,3,"Took Dr.Hamdan for both 193/194 and it was great. As long as you do your part to know your material, he will do his in helping you understand. He is very nice and understanding. Easy to get along with.",M
John  Davidson,Greenville Technical College,Computer Science department,11/18/2010,5,3,"Mr. ""D"" is a great teacher in my opinion. He is tough, but straight forward. DON\'T be late or leave early for his class. He loves pop quizes when students are late or leave class early. He is more interested in you learning than you are. Knows his stuff!!",M
John  Davidson,Greenville Technical College,Computer Science department,08/31/2009,4.5,5,"This teacher is very hard, you must be very good at math and able to operate your calculator very effectively. His class is very enjoyable untill you have a quiz or a test because they are recall test instead of A B C or D, If you miss one part of the question or are slightly off, you get the whole question wrong.",M
John  Davidson,Greenville Technical College,Computer Science department,03/19/2009,4.5,4,"This teacher is not as easy as the above guy stated, however he is an excellent teacher no doubt. However he is not very liberal.",M
John  Davidson,Greenville Technical College,Computer Science department,01/29/2009,4,1,This is an excellent teacher. He is more intersted in you passing the class than anything else... Im always late and have come in over two hours late at times with no penality. As long as you show up before class is dismissed you get credit. And the test are so easy!,M
Tim  Turner,Davenport University,Management department,03/30/2016,5,1,"Excellent teacher, there for his students. Easy A but you learn a lot",M
Tim  Turner,Davenport University,Management department,01/29/2009,5,2,Great Teacher very helpful and will go out of his way for you,M
Russel  Willard,Greenville Technical College,Computer Science department,01/29/2009,5,4,This is an absolutely amazing teacher. If you have him there is no way you can fail this class! Excellent teaching method.,M
